duration,first_blood_time,dire_kills,radiant_kills,radiant_win
1958,151,38.0,24.0,False
1698,55,39.0,21.0,False
1356,143,40.0,17.0,False
3075,115,64.0,52.0,True
4006,127,59.0,47.0,False
1428,58,15.0,30.0,True
2061,82,20.0,48.0,True
1266,0,12.0,25.0,True
1684,158,34.0,22.0,False
2168,98,32.0,29.0,True
1998,80,9.0,44.0,True
1643,3,14.0,40.0,True
1454,208,34.0,8.0,False
2431,40,56.0,45.0,False
1175,96,31.0,11.0,False
2456,126,31.0,41.0,True
2719,98,33.0,43.0,False
1932,86,42.0,31.0,False
2255,158,47.0,26.0,False
2152,64,46.0,30.0,False
2467,21,48.0,24.0,False
3099,86,55.0,53.0,True
1746,115,24.0,37.0,True
2232,50,25.0,42.0,True
1492,125,8.0,38.0,True
1481,142,27.0,38.0,True
2212,3,35.0,47.0,True
1041,0,11.0,12.0,True
1576,131,37.0,10.0,False
2372,7,29.0,42.0,True
1393,67,18.0,30.0,True
1551,151,7.0,23.0,True
1831,175,13.0,41.0,True
1799,111,12.0,29.0,True
2018,188,13.0,32.0,True
2200,108,18.0,38.0,True
2111,241,15.0,28.0,True
2979,128,44.0,44.0,True
2610,154,30.0,38.0,True
2142,51,49.0,28.0,False
1309,114,23.0,43.0,True
1159,97,7.0,39.0,True
1663,15,33.0,30.0,False
1713,107,26.0,8.0,False
1544,51,10.0,30.0,True
2089,152,30.0,38.0,True
1169,31,28.0,6.0,False
2208,100,30.0,32.0,False
1462,150,18.0,37.0,True
1579,170,13.0,43.0,True
1954,106,36.0,26.0,False
2180,0,36.0,22.0,False
2498,9,31.0,34.0,True
3432,98,51.0,50.0,True
1519,35,18.0,35.0,True
1725,2,46.0,24.0,False
2412,55,34.0,59.0,True
1992,39,23.0,40.0,True
2139,55,25.0,40.0,True
1644,0,31.0,12.0,False
597,123,4.0,10.0,True
2895,116,27.0,38.0,True
2500,66,32.0,44.0,False
2267,124,54.0,35.0,False
1062,0,16.0,3.0,False
2000,245,36.0,41.0,False
1812,20,25.0,40.0,True
1830,27,14.0,40.0,True
1720,41,19.0,35.0,True
1945,10,42.0,27.0,False
1615,40,7.0,34.0,True
2121,48,30.0,54.0,True
1161,103,30.0,9.0,False
1155,76,4.0,15.0,True
1791,48,12.0,9.0,False
2737,195,42.0,44.0,False
1659,82,21.0,46.0,True
2222,161,28.0,45.0,True
2818,80,51.0,36.0,False
2926,51,45.0,35.0,True
1894,153,23.0,37.0,True
1092,47,24.0,5.0,False
2242,43,32.0,35.0,False
1953,46,20.0,31.0,True
1921,102,32.0,25.0,False
2658,13,54.0,45.0,False
1423,10,20.0,43.0,True
1934,131,15.0,34.0,True
1187,52,27.0,15.0,False
1826,138,30.0,30.0,False
2023,0,36.0,19.0,False
1912,159,33.0,17.0,False
1818,26,14.0,37.0,True
1516,2,33.0,12.0,False
2920,0,40.0,54.0,True
1570,176,31.0,10.0,False
2775,128,31.0,33.0,False
2513,37,34.0,26.0,False
2038,108,42.0,29.0,False
1871,26,47.0,19.0,False
1494,211,30.0,12.0,False
2357,10,59.0,32.0,False
983,102,7.0,14.0,True
2241,89,33.0,30.0,False
2195,82,31.0,41.0,True
2459,94,41.0,33.0,True
1910,179,38.0,29.0,False
1306,72,14.0,25.0,True
1030,79,11.0,18.0,True
1845,159,17.0,38.0,True
1757,87,34.0,12.0,False
2644,70,36.0,38.0,True
1923,148,12.0,39.0,True
2641,63,34.0,39.0,True
1353,205,30.0,8.0,False
1282,30,38.0,12.0,False
1943,150,20.0,40.0,True
1734,101,14.0,30.0,True
3286,16,43.0,44.0,False
1598,135,16.0,19.0,True
1990,85,23.0,30.0,True
1804,93,37.0,16.0,False
2072,73,31.0,36.0,True
2236,49,42.0,40.0,True
3181,241,52.0,59.0,True
2336,70,25.0,33.0,True
1911,163,14.0,30.0,True
1475,97,44.0,25.0,False
2262,56,28.0,29.0,True
2297,190,39.0,29.0,False
1580,154,15.0,20.0,True
2280,237,33.0,40.0,True
1964,63,29.0,27.0,True
1679,41,15.0,34.0,True
2541,11,57.0,51.0,False
2186,0,30.0,45.0,True
1856,73,36.0,16.0,False
2255,85,41.0,24.0,False
2291,116,24.0,42.0,True
3286,18,30.0,24.0,False
2024,63,35.0,19.0,False
3630,17,42.0,45.0,True
1281,88,8.0,27.0,True
3275,19,52.0,45.0,False
1693,61,31.0,42.0,True
2185,0,50.0,23.0,False
3476,56,49.0,34.0,False
1968,62,27.0,25.0,True
2301,0,46.0,38.0,False
1992,124,22.0,25.0,True
2152,21,48.0,24.0,False
1781,20,17.0,40.0,True
1915,106,30.0,16.0,False
1387,0,28.0,15.0,False
1978,126,26.0,50.0,True
2080,274,23.0,32.0,True
1605,184,34.0,20.0,False
2631,131,52.0,26.0,False
1838,52,24.0,34.0,True
2058,81,36.0,35.0,False
1431,94,33.0,12.0,False
1778,139,14.0,29.0,True
2191,44,23.0,53.0,True
2759,106,64.0,43.0,False
1805,182,17.0,23.0,True
1060,17,6.0,22.0,True
2110,138,38.0,17.0,False
2093,5,26.0,54.0,True
2018,55,41.0,13.0,False
2852,63,59.0,29.0,False
2624,47,46.0,44.0,True
1578,0,36.0,13.0,False
831,5,5.0,21.0,True
1779,4,39.0,22.0,False
2931,41,51.0,62.0,True
1891,166,34.0,19.0,False
2632,0,34.0,36.0,True
1578,10,17.0,43.0,True
2255,149,24.0,43.0,True
2613,133,45.0,46.0,False
3433,86,54.0,60.0,False
2571,140,40.0,29.0,False
1993,46,42.0,33.0,False
1649,11,33.0,19.0,False
2437,103,28.0,31.0,True
2444,131,44.0,36.0,False
3611,4,61.0,53.0,True
2560,49,30.0,45.0,True
1284,55,44.0,12.0,False
3563,123,51.0,41.0,False
2102,0,36.0,20.0,False
2678,137,38.0,49.0,True
1792,112,23.0,38.0,True
2314,0,38.0,30.0,False
2262,82,42.0,31.0,False
2449,106,52.0,34.0,False
2423,47,49.0,31.0,False
2386,68,34.0,37.0,False
1442,88,32.0,13.0,False
2209,143,26.0,44.0,True
2504,128,42.0,32.0,False
1741,54,34.0,17.0,False
1493,66,30.0,11.0,False
1723,144,13.0,34.0,True
1949,0,29.0,36.0,True
2271,7,31.0,63.0,True
2823,3,45.0,41.0,True
2316,69,42.0,23.0,False
2071,76,22.0,36.0,True
1819,132,34.0,15.0,False
3255,97,53.0,38.0,False
1469,171,11.0,27.0,True
2322,49,25.0,40.0,True
1783,70,22.0,19.0,True
1579,71,17.0,26.0,True
1349,68,29.0,11.0,False
2559,3,41.0,21.0,False
2359,84,55.0,32.0,False
2503,188,28.0,25.0,False
1931,8,16.0,46.0,True
2069,145,41.0,10.0,False
2067,100,31.0,30.0,True
3558,58,41.0,33.0,False
3130,0,35.0,48.0,True
2704,64,47.0,26.0,False
1852,82,33.0,41.0,True
3041,136,37.0,47.0,True
2064,60,20.0,42.0,True
1859,5,27.0,45.0,True
2217,0,43.0,31.0,False
1300,47,36.0,8.0,False
2790,128,35.0,46.0,False
1604,49,13.0,17.0,True
1102,160,7.0,22.0,True
1696,69,19.0,44.0,True
1761,252,40.0,12.0,False
1129,144,20.0,10.0,False
1306,0,28.0,28.0,True
1703,268,15.0,47.0,True
2872,37,29.0,50.0,True
2634,77,34.0,21.0,True
1678,107,29.0,15.0,False
1288,58,32.0,14.0,False
3198,7,46.0,41.0,True
3510,73,47.0,53.0,True
2007,134,39.0,23.0,False
1572,113,13.0,35.0,True
1555,165,10.0,33.0,True
1439,32,14.0,31.0,True
1962,0,22.0,52.0,True
1713,91,17.0,36.0,True
1691,11,37.0,22.0,False
1380,244,11.0,24.0,True
2297,52,31.0,49.0,True
1747,67,7.0,36.0,True
3244,0,40.0,50.0,True
2886,64,36.0,63.0,True
2138,0,24.0,43.0,True
2960,89,39.0,34.0,False
2234,181,34.0,19.0,False
1784,113,7.0,34.0,True
1902,62,18.0,31.0,True
2169,78,16.0,32.0,True
2054,76,43.0,26.0,False
1551,159,10.0,32.0,True
1565,3,36.0,17.0,False
2512,131,50.0,30.0,False
1549,14,7.0,38.0,True
1620,149,17.0,36.0,True
1495,49,12.0,47.0,True
2342,156,51.0,20.0,False
1889,0,42.0,27.0,False
2575,39,35.0,59.0,True
1757,11,17.0,50.0,True
1673,60,36.0,20.0,False
1926,58,45.0,25.0,False
1897,29,30.0,49.0,True
2637,0,47.0,40.0,False
2091,7,42.0,21.0,False
1652,28,28.0,32.0,True
2592,218,50.0,34.0,False
3423,105,49.0,65.0,False
3618,69,62.0,44.0,False
2745,194,34.0,24.0,False
2924,0,42.0,44.0,False
1872,10,42.0,15.0,False
1083,86,3.0,17.0,True
2325,55,32.0,22.0,False
2638,106,40.0,47.0,True
1997,12,31.0,51.0,True
1729,44,12.0,39.0,True
2359,13,45.0,44.0,True
1771,161,12.0,31.0,True
2668,6,26.0,37.0,True
1640,1,29.0,13.0,False
2440,67,39.0,35.0,False
2325,39,39.0,49.0,True
1911,0,43.0,23.0,False
2522,158,35.0,40.0,True
2000,40,19.0,43.0,True
2113,9,23.0,33.0,True
2558,225,50.0,30.0,False
1892,106,20.0,31.0,True
1354,169,35.0,8.0,False
2167,88,27.0,37.0,True
1327,220,37.0,8.0,False
2231,100,22.0,46.0,True
1902,45,21.0,40.0,True
2153,52,27.0,40.0,True
1734,3,18.0,34.0,True
1934,89,39.0,19.0,False
1867,256,40.0,24.0,False
1252,142,10.0,45.0,True
1777,0,16.0,33.0,True
2384,0,30.0,49.0,True
1527,62,36.0,14.0,False
2428,122,40.0,36.0,False
1971,98,26.0,41.0,True
2796,11,21.0,40.0,True
2086,110,31.0,26.0,True
2125,79,51.0,27.0,False
611,2,1.0,19.0,True
1782,9,27.0,32.0,True
2185,157,46.0,23.0,False
2574,98,30.0,45.0,True
2251,64,32.0,37.0,True
2416,208,35.0,33.0,False
1700,72,38.0,16.0,False
3995,117,66.0,46.0,True
1772,170,37.0,25.0,False
1676,61,35.0,18.0,False
2946,150,60.0,62.0,True
2488,128,27.0,50.0,True
1918,0,28.0,27.0,False
2318,48,30.0,16.0,False
1765,8,7.0,22.0,True
1740,6,40.0,19.0,False
1709,52,14.0,36.0,True
2179,20,26.0,49.0,True
1622,107,26.0,19.0,False
1699,6,31.0,33.0,True
2076,9,30.0,18.0,False
1989,88,23.0,50.0,True
2378,57,38.0,45.0,True
1353,369,7.0,27.0,True
1930,155,42.0,22.0,False
2563,6,28.0,55.0,True
1417,83,40.0,25.0,False
1725,160,46.0,14.0,False
1714,61,35.0,15.0,False
1550,0,14.0,28.0,True
1470,128,34.0,12.0,False
2329,0,53.0,22.0,False
2787,77,38.0,41.0,False
1913,146,37.0,19.0,False
1839,102,36.0,16.0,False
2258,65,32.0,22.0,False
1927,96,43.0,20.0,False
1557,94,28.0,13.0,False
2360,60,33.0,32.0,True
1477,163,32.0,8.0,False
2359,109,41.0,13.0,False
3977,2,46.0,50.0,False
2183,122,37.0,19.0,False
1737,33,40.0,18.0,False
1983,59,17.0,36.0,True
3003,111,66.0,41.0,False
2876,67,35.0,43.0,True
2791,105,27.0,39.0,True
3501,44,28.0,36.0,True
1716,249,28.0,16.0,False
2832,180,37.0,30.0,True
1823,3,19.0,48.0,True
1643,193,35.0,18.0,False
2378,64,45.0,17.0,False
1980,111,33.0,16.0,False
1729,115,29.0,17.0,False
2641,234,36.0,27.0,True
2611,159,30.0,35.0,True
2031,9,31.0,36.0,True
2497,89,34.0,39.0,False
1642,0,10.0,38.0,True
1641,249,18.0,29.0,True
2862,151,42.0,46.0,True
2965,0,0.0,0.0,True
2758,0,41.0,54.0,True
2353,211,37.0,20.0,False
2357,315,36.0,33.0,False
2679,253,23.0,34.0,True
1775,74,27.0,12.0,False
2775,58,67.0,34.0,False
2318,43,30.0,39.0,True
2381,109,17.0,51.0,True
2026,192,11.0,29.0,True
1683,0,16.0,33.0,True
3272,62,49.0,33.0,False
2425,341,21.0,34.0,True
1927,0,36.0,18.0,False
2782,48,37.0,40.0,False
2150,72,42.0,15.0,False
1821,55,50.0,13.0,False
2592,54,66.0,48.0,False
2509,58,28.0,34.0,True
2284,47,37.0,22.0,False
1618,108,27.0,12.0,False
2395,57,7.0,37.0,True
3908,74,48.0,40.0,False
1512,69,24.0,8.0,False
1481,83,8.0,20.0,True
2486,213,44.0,45.0,True
2271,112,43.0,17.0,False
3124,0,47.0,44.0,False
2866,73,37.0,36.0,False
2226,0,31.0,32.0,True
2059,56,25.0,32.0,True
2381,19,23.0,39.0,True
2586,83,50.0,43.0,False
2209,86,23.0,53.0,True
1838,74,29.0,42.0,True
3347,55,57.0,42.0,True
1150,52,4.0,20.0,True
3289,65,47.0,48.0,True
1270,2,35.0,11.0,False
2029,0,35.0,29.0,False
2493,347,27.0,33.0,True
1242,0,11.0,26.0,True
2590,47,48.0,41.0,False
1879,76,29.0,48.0,True
2299,172,48.0,31.0,False
2232,80,46.0,25.0,False
1276,8,33.0,13.0,False
1688,0,36.0,12.0,False
1874,62,42.0,17.0,False
2737,50,36.0,37.0,True
2344,102,36.0,53.0,True
1362,153,15.0,31.0,True
2104,46,29.0,26.0,False
2381,184,45.0,29.0,False
1582,100,28.0,40.0,True
1766,47,19.0,40.0,True
3097,2,62.0,62.0,True
1874,6,51.0,22.0,False
1472,87,11.0,40.0,True
2034,6,20.0,47.0,True
1568,0,14.0,37.0,True
1776,77,39.0,24.0,False
2526,60,59.0,21.0,False
1243,78,18.0,31.0,True
2266,30,35.0,21.0,False
2957,71,56.0,38.0,False
1231,64,6.0,30.0,True
2262,0,20.0,36.0,True
1552,142,29.0,8.0,False
2640,127,36.0,51.0,True
1348,118,15.0,24.0,True
2199,64,29.0,32.0,True
1280,142,19.0,11.0,False
2549,117,30.0,43.0,True
2188,138,32.0,20.0,False
2259,38,40.0,28.0,False
2428,171,39.0,41.0,True
2690,40,47.0,30.0,False
1279,69,6.0,23.0,True
2212,365,47.0,27.0,False
2293,156,15.0,43.0,True
2336,2,33.0,36.0,True
1910,55,10.0,52.0,True
1698,60,16.0,42.0,True
1462,79,32.0,16.0,False
2959,105,25.0,48.0,True
2103,167,20.0,51.0,True
2676,99,38.0,39.0,False
1919,79,50.0,24.0,False
3576,0,50.0,63.0,False
1914,0,49.0,16.0,False
2451,6,31.0,44.0,True
2211,106,46.0,30.0,False
2181,14,15.0,42.0,True
1092,20,20.0,5.0,False
1713,73,17.0,34.0,True
2713,47,56.0,56.0,False
2303,158,28.0,34.0,True
1296,54,30.0,9.0,False
2603,92,34.0,62.0,True
3378,98,41.0,45.0,False
1617,0,43.0,22.0,False
1720,12,33.0,28.0,False
2265,0,27.0,29.0,False
2316,4,36.0,25.0,True
1978,0,20.0,24.0,True
1631,110,41.0,17.0,False
2988,112,47.0,45.0,False
1541,37,20.0,32.0,True
2439,0,22.0,53.0,True
3478,154,46.0,65.0,False
2891,109,34.0,49.0,True
1811,116,27.0,24.0,False
3559,92,65.0,56.0,True
1601,0,51.0,15.0,False
1790,10,15.0,49.0,True
1981,0,44.0,21.0,False
1354,168,26.0,9.0,False
2738,67,59.0,43.0,True
2255,42,33.0,23.0,False
2541,0,26.0,30.0,True
1819,195,35.0,15.0,False
2511,63,41.0,25.0,False
2369,149,53.0,33.0,False
2927,51,28.0,55.0,True
2808,34,35.0,49.0,True
1814,0,12.0,36.0,True
2007,37,9.0,33.0,True
2196,83,32.0,17.0,False
2138,90,16.0,32.0,True
2580,15,39.0,37.0,False
2408,60,31.0,42.0,True
2911,40,28.0,27.0,False
2588,244,37.0,20.0,False
1051,23,26.0,3.0,False
1733,135,29.0,16.0,False
2431,91,25.0,49.0,True
1332,16,15.0,28.0,True
1664,8,32.0,33.0,True
2269,143,37.0,24.0,False
2838,135,32.0,24.0,False
3269,108,40.0,57.0,True
2452,87,56.0,38.0,False
2777,287,24.0,24.0,True
3947,256,50.0,38.0,False
3107,146,38.0,33.0,False
1962,44,53.0,18.0,False
2254,93,25.0,41.0,True
3026,114,44.0,30.0,False
2912,0,0.0,0.0,False
1504,33,4.0,19.0,True
2605,26,41.0,33.0,True
2029,139,47.0,16.0,False
1552,67,8.0,24.0,True
2765,75,46.0,49.0,True
2438,17,20.0,12.0,False
2562,177,16.0,22.0,True
2789,7,53.0,43.0,True
2264,150,24.0,36.0,True
3227,264,31.0,23.0,False
2501,10,32.0,45.0,True
3079,0,41.0,44.0,True
2538,95,36.0,28.0,True
2280,89,22.0,48.0,True
2406,35,37.0,44.0,True
2055,0,32.0,30.0,True
1643,175,8.0,35.0,True
2836,110,66.0,40.0,False
2456,93,35.0,46.0,True
2148,118,20.0,42.0,True
1873,57,30.0,25.0,False
2419,103,34.0,28.0,False
1927,207,30.0,20.0,False
1537,0,32.0,12.0,False
1846,72,31.0,15.0,False
1720,67,19.0,38.0,True
2050,0,14.0,27.0,True
1773,29,25.0,42.0,True
2055,20,23.0,50.0,True
3128,49,51.0,35.0,False
1800,140,27.0,29.0,True
4229,405,56.0,34.0,False
2484,0,45.0,20.0,False
2337,115,26.0,45.0,True
2713,79,35.0,64.0,True
1844,46,37.0,22.0,False
2638,71,49.0,37.0,False
2804,219,50.0,54.0,True
3571,73,52.0,64.0,False
2746,140,47.0,47.0,True
2377,7,69.0,22.0,False
2768,135,44.0,47.0,True
3690,111,46.0,59.0,False
1947,130,40.0,33.0,False
2975,65,30.0,44.0,True
2622,90,39.0,40.0,True
1584,0,20.0,38.0,True
2179,47,28.0,30.0,True
1745,182,16.0,50.0,True
2676,64,28.0,45.0,True
1661,229,39.0,15.0,False
2346,116,40.0,57.0,True
2743,59,45.0,48.0,False
1906,173,30.0,17.0,False
2311,65,14.0,35.0,True
3745,63,43.0,57.0,True
2238,112,23.0,32.0,True
2373,44,41.0,30.0,False
2181,46,59.0,26.0,False
2661,459,33.0,31.0,False
2057,7,49.0,30.0,False
2814,0,33.0,52.0,True
991,61,10.0,24.0,True
4039,61,57.0,65.0,False
2615,73,29.0,42.0,True
1993,86,24.0,38.0,True
1919,122,27.0,23.0,False
1867,109,31.0,21.0,False
1575,71,37.0,9.0,False
1668,84,35.0,7.0,False
1935,93,28.0,35.0,True
1864,83,38.0,25.0,False
1603,89,35.0,10.0,False
2476,150,25.0,42.0,True
1650,69,29.0,18.0,False
3087,40,46.0,45.0,False
2255,117,34.0,47.0,True
3225,76,58.0,44.0,False
2904,147,29.0,58.0,True
2338,12,46.0,39.0,False
2335,53,28.0,52.0,True
2053,245,18.0,30.0,True
564,5,4.0,8.0,True
3677,76,53.0,42.0,True
2271,8,37.0,27.0,False
2271,49,38.0,32.0,False
1769,51,41.0,20.0,False
820,0,16.0,8.0,False
1200,67,5.0,20.0,True
2553,57,27.0,45.0,True
2996,95,51.0,45.0,False
2155,88,43.0,16.0,False
2594,69,20.0,40.0,True
3721,40,56.0,61.0,True
1159,8,27.0,14.0,False
2146,71,39.0,39.0,False
2400,45,59.0,36.0,False
1979,89,24.0,44.0,True
3452,127,56.0,48.0,True
3271,181,51.0,51.0,True
3346,121,28.0,31.0,True
776,21,27.0,5.0,False
1289,81,43.0,7.0,False
1521,140,33.0,10.0,False
2597,47,52.0,35.0,False
2100,165,16.0,31.0,True
2306,119,62.0,28.0,False
3300,121,41.0,46.0,False
2233,243,23.0,29.0,True
3679,145,47.0,32.0,False
1956,96,14.0,45.0,True
1686,3,39.0,25.0,False
3081,113,37.0,52.0,True
742,157,18.0,4.0,False
1494,80,28.0,6.0,False
2824,111,41.0,43.0,False
2686,9,30.0,27.0,False
2533,132,28.0,30.0,True
2528,51,47.0,27.0,False
2389,0,36.0,37.0,True
1672,49,36.0,14.0,False
1862,8,25.0,40.0,True
2810,55,55.0,35.0,False
2794,52,39.0,27.0,False
2410,48,26.0,26.0,True
2733,42,27.0,47.0,True
2386,128,37.0,43.0,True
3309,222,46.0,45.0,True
1904,43,35.0,10.0,False
2490,278,31.0,39.0,True
3804,189,45.0,43.0,False
1642,159,32.0,16.0,False
3410,152,54.0,37.0,False
1790,149,16.0,31.0,True
972,50,14.0,3.0,False
3448,101,56.0,57.0,True
1423,166,8.0,32.0,True
1380,38,30.0,4.0,False
806,46,19.0,4.0,False
2508,34,43.0,16.0,False
1937,181,38.0,21.0,False
2976,84,35.0,24.0,False
2597,70,34.0,43.0,True
2326,80,27.0,47.0,True
2569,266,46.0,45.0,True
1749,0,26.0,37.0,True
2539,65,59.0,45.0,False
1578,158,13.0,14.0,True
2130,25,45.0,25.0,False
2607,101,29.0,39.0,True
1917,157,13.0,40.0,True
1887,100,35.0,21.0,False
3114,67,56.0,46.0,True
2361,102,25.0,38.0,True
2884,197,42.0,39.0,False
2653,0,48.0,33.0,False
2208,226,23.0,25.0,False
1495,48,19.0,37.0,True
2162,0,45.0,37.0,False
2696,1,48.0,29.0,False
2126,79,26.0,34.0,True
2281,94,17.0,48.0,True
2868,84,56.0,42.0,False
2250,59,20.0,29.0,True
1853,171,43.0,13.0,False
1659,184,35.0,17.0,False
2085,9,37.0,21.0,False
1530,46,33.0,18.0,False
2400,122,50.0,38.0,False
2271,107,48.0,29.0,False
3113,45,37.0,52.0,False
1995,169,38.0,14.0,False
3123,6,29.0,41.0,True
2091,4,16.0,27.0,True
1588,46,34.0,24.0,False
2687,290,49.0,43.0,True
2753,0,40.0,52.0,True
2025,45,30.0,23.0,False
2475,0,16.0,45.0,True
1497,77,36.0,22.0,False
1827,109,23.0,16.0,False
1783,50,16.0,46.0,True
1993,16,15.0,33.0,True
2744,121,17.0,34.0,True
1888,53,35.0,30.0,False
1472,270,19.0,10.0,False
2250,160,50.0,37.0,False
2498,52,28.0,32.0,True
2470,205,44.0,29.0,False
2065,167,40.0,27.0,False
1556,98,49.0,16.0,False
2122,0,26.0,40.0,True
2609,49,35.0,48.0,True
1978,44,52.0,21.0,False
2387,130,27.0,32.0,True
1865,134,38.0,22.0,False
2705,45,31.0,44.0,True
1883,67,22.0,47.0,True
1954,148,19.0,33.0,True
2214,44,54.0,50.0,False
1970,134,48.0,31.0,False
615,76,9.0,3.0,False
1881,42,15.0,36.0,True
3815,74,48.0,62.0,True
2042,103,23.0,39.0,True
1974,57,22.0,41.0,True
1798,56,26.0,18.0,False
2250,34,56.0,35.0,False
2602,59,42.0,24.0,False
3118,117,45.0,53.0,False
2481,119,18.0,47.0,True
2160,282,29.0,33.0,True
1764,6,20.0,39.0,True
1712,167,28.0,14.0,False
1856,102,18.0,25.0,True
1159,32,20.0,28.0,True
1839,236,22.0,37.0,True
2035,122,32.0,10.0,False
2138,48,24.0,39.0,True
2227,24,30.0,49.0,True
2220,112,23.0,19.0,False
1252,5,16.0,30.0,True
2801,161,44.0,24.0,True
2193,44,19.0,32.0,True
1640,76,26.0,39.0,True
2350,14,28.0,26.0,False
2095,98,32.0,30.0,False
3355,72,49.0,47.0,True
2614,77,37.0,38.0,False
1871,129,19.0,30.0,True
2265,55,19.0,39.0,True
3651,359,45.0,46.0,False
1265,46,14.0,22.0,True
1504,152,11.0,33.0,True
2187,181,32.0,47.0,True
3563,176,43.0,51.0,True
1532,127,9.0,30.0,True
3354,133,53.0,34.0,False
2358,74,56.0,34.0,False
2800,78,26.0,45.0,True
2538,234,37.0,29.0,False
4049,9,58.0,63.0,True
2447,233,30.0,45.0,True
3456,241,37.0,41.0,True
2521,72,39.0,29.0,False
1728,79,34.0,8.0,False
3416,48,40.0,30.0,False
2007,90,40.0,16.0,False
2751,131,41.0,41.0,False
2396,192,28.0,41.0,True
2991,16,45.0,31.0,True
2129,96,25.0,31.0,True
2424,94,39.0,24.0,False
1711,0,13.0,50.0,True
1834,152,52.0,23.0,False
2107,88,23.0,42.0,True
3162,94,42.0,46.0,True
2190,99,30.0,19.0,False
2168,178,29.0,59.0,True
2947,91,45.0,45.0,False
1852,208,47.0,16.0,False
2761,0,49.0,27.0,False
2080,129,21.0,49.0,True
1885,51,17.0,41.0,True
2827,0,41.0,55.0,True
1896,114,16.0,38.0,True
2557,0,36.0,29.0,False
1670,198,32.0,11.0,False
1551,6,19.0,38.0,True
3226,165,27.0,51.0,True
2115,69,24.0,35.0,True
1579,0,8.0,24.0,True
2074,0,39.0,18.0,False
1826,9,18.0,36.0,True
1973,46,39.0,23.0,False
2293,258,32.0,29.0,True
2416,188,25.0,43.0,True
2226,30,24.0,51.0,True
1165,179,29.0,12.0,False
3110,39,46.0,37.0,True
2241,73,41.0,25.0,False
4624,0,75.0,78.0,False
1822,13,44.0,27.0,False
1846,169,38.0,14.0,False
3263,83,33.0,50.0,True
3913,46,36.0,68.0,True
1169,83,18.0,5.0,False
1992,213,25.0,30.0,True
1986,138,46.0,15.0,False
3859,128,45.0,48.0,True
2238,130,22.0,31.0,True
1501,120,35.0,14.0,False
3200,49,49.0,37.0,False
2206,92,40.0,20.0,False
1287,0,32.0,8.0,False
2208,21,31.0,33.0,False
4048,0,41.0,49.0,True
2102,40,41.0,23.0,False
2430,48,17.0,35.0,True
1938,44,22.0,35.0,True
1997,4,26.0,39.0,True
1943,0,18.0,54.0,True
1840,298,27.0,30.0,False
1384,5,28.0,8.0,False
1856,111,10.0,30.0,True
2108,14,47.0,23.0,False
2798,115,75.0,45.0,False
2228,60,53.0,28.0,False
1857,128,36.0,25.0,False
2237,0,20.0,38.0,True
1815,96,11.0,44.0,True
3274,102,54.0,32.0,True
1770,0,15.0,30.0,True
2398,267,34.0,23.0,False
3058,0,55.0,27.0,False
1856,139,12.0,43.0,True
2167,56,18.0,35.0,True
2877,140,29.0,32.0,False
2009,130,21.0,33.0,True
2002,0,41.0,22.0,False
1440,81,6.0,37.0,True
2868,0,42.0,41.0,True
2185,83,70.0,29.0,False
1473,78,56.0,19.0,False
1813,143,28.0,33.0,True
1790,43,25.0,33.0,True
1797,87,36.0,14.0,False
1968,114,27.0,30.0,False
2586,107,47.0,51.0,True
2989,146,43.0,28.0,False
2857,184,44.0,43.0,True
2982,130,39.0,42.0,False
2733,68,39.0,55.0,True
2211,166,28.0,18.0,True
2325,320,35.0,21.0,False
1817,104,8.0,34.0,True
1959,198,50.0,18.0,False
532,0,7.0,4.0,False
2508,146,37.0,24.0,False
1657,0,17.0,43.0,True
2629,146,51.0,35.0,False
2845,247,34.0,53.0,True
1827,76,33.0,15.0,False
2309,16,32.0,25.0,False
2027,82,16.0,38.0,True
1969,80,51.0,22.0,False
2184,117,29.0,36.0,True
2244,62,25.0,39.0,True
2251,6,25.0,40.0,True
2035,149,22.0,38.0,True
2470,84,54.0,16.0,False
1649,6,29.0,15.0,False
1560,63,16.0,49.0,True
3215,214,28.0,37.0,False
2231,120,19.0,29.0,True
2154,54,29.0,45.0,True
2295,93,41.0,30.0,False
2422,119,46.0,37.0,False
1245,5,20.0,7.0,False
2049,53,54.0,37.0,False
2548,69,29.0,35.0,True
1568,0,6.0,25.0,True
1502,0,41.0,9.0,False
627,8,4.0,12.0,True
1802,12,32.0,13.0,False
3000,107,46.0,51.0,False
2649,90,44.0,27.0,False
2092,82,24.0,32.0,True
2010,0,17.0,38.0,True
1443,0,34.0,18.0,False
2223,118,37.0,25.0,False
1125,89,31.0,3.0,False
3202,225,47.0,22.0,False
1733,187,32.0,3.0,False
2536,21,57.0,40.0,False
1686,70,16.0,25.0,True
3374,0,50.0,49.0,False
2672,1,41.0,40.0,True
1893,46,43.0,9.0,False
2368,209,15.0,24.0,True
2833,82,32.0,30.0,True
2267,1,24.0,27.0,False
1987,70,18.0,37.0,True
1868,44,46.0,15.0,False
2744,54,37.0,49.0,True
1646,7,43.0,10.0,False
3111,72,75.0,36.0,False
2336,74,33.0,17.0,False
2671,295,53.0,32.0,False
4087,76,39.0,31.0,True
1463,117,12.0,23.0,True
1967,130,32.0,11.0,False
3932,93,49.0,46.0,False
3777,86,66.0,57.0,True
2067,173,29.0,19.0,False
2043,77,19.0,36.0,True
2321,0,22.0,43.0,True
1853,101,12.0,37.0,True
