duration,first_blood_time,dire_kills,radiant_kills,radiant_win
3183,190,43.0,50.0,True
2616,116,51.0,28.0,False
1140,372,5.0,25.0,True
1590,92,19.0,32.0,True
2466,0,34.0,39.0,True
2835,112,37.0,29.0,False
1904,71,37.0,17.0,False
2027,4,21.0,47.0,True
2533,117,30.0,39.0,True
2116,45,28.0,46.0,True
2169,44,26.0,31.0,True
1603,43,11.0,31.0,True
1772,173,19.0,39.0,True
2285,308,23.0,27.0,True
1653,9,21.0,39.0,True
2440,203,22.0,31.0,True
2328,171,23.0,45.0,True
3086,149,31.0,36.0,True
3000,159,52.0,36.0,False
1982,149,41.0,16.0,False
2339,58,24.0,38.0,True
2262,52,44.0,57.0,True
2438,53,34.0,29.0,False
1786,86,38.0,22.0,False
3604,0,41.0,59.0,True
1968,100,39.0,26.0,False
1970,157,31.0,13.0,False
2046,47,20.0,33.0,True
2602,121,28.0,47.0,True
2980,1,61.0,44.0,True
1899,5,38.0,23.0,False
2456,54,29.0,46.0,True
2302,0,35.0,40.0,True
2066,0,29.0,45.0,True
4142,184,54.0,60.0,False
1701,69,50.0,18.0,False
1777,174,25.0,32.0,True
2601,141,42.0,43.0,False
866,179,13.0,8.0,False
3430,50,50.0,34.0,False
2673,325,23.0,55.0,True
2267,264,41.0,27.0,False
1907,173,16.0,29.0,True
1796,8,31.0,13.0,False
2183,0,55.0,51.0,False
2551,144,46.0,47.0,True
1578,267,29.0,11.0,False
2405,142,26.0,32.0,True
2107,136,21.0,38.0,True
2928,184,23.0,31.0,True
2220,0,25.0,42.0,True
1862,91,17.0,46.0,True
2464,212,30.0,36.0,True
1657,0,29.0,43.0,True
1984,230,35.0,14.0,False
2112,293,46.0,21.0,False
2312,0,28.0,32.0,True
2327,47,39.0,20.0,False
3501,36,67.0,47.0,False
2267,79,39.0,37.0,False
2781,74,39.0,52.0,True
2095,63,41.0,24.0,False
2765,67,37.0,32.0,False
3091,65,25.0,44.0,True
2801,0,29.0,36.0,True
2756,90,44.0,44.0,True
2698,0,48.0,24.0,False
3449,210,59.0,51.0,False
2443,141,56.0,26.0,False
1630,215,44.0,19.0,False
2005,94,26.0,43.0,True
3235,131,47.0,50.0,False
1918,197,18.0,40.0,True
3407,67,68.0,55.0,False
2494,0,9.0,40.0,True
3848,77,42.0,24.0,False
3001,111,26.0,32.0,True
1147,159,4.0,17.0,True
1507,111,8.0,22.0,True
1364,77,6.0,54.0,True
1281,38,37.0,9.0,False
2355,105,51.0,34.0,False
3239,256,52.0,46.0,False
2690,0,37.0,51.0,True
2712,0,37.0,26.0,False
3720,100,40.0,76.0,True
2054,131,52.0,21.0,False
1597,49,17.0,36.0,True
1290,56,11.0,4.0,False
3593,103,41.0,41.0,True
2395,206,15.0,45.0,True
3534,259,57.0,41.0,False
2778,92,32.0,54.0,False
2615,226,37.0,40.0,True
2196,45,28.0,16.0,False
2123,123,30.0,24.0,False
3873,274,56.0,45.0,False
3381,64,46.0,46.0,True
2550,97,38.0,39.0,False
1945,96,27.0,57.0,True
2597,144,39.0,54.0,True
1972,98,26.0,51.0,True
3844,0,61.0,59.0,True
1221,135,6.0,31.0,True
3045,55,37.0,48.0,True
1499,7,13.0,28.0,True
2608,222,67.0,46.0,False
2569,113,40.0,25.0,False
2232,0,24.0,37.0,True
2285,143,42.0,42.0,True
3047,164,42.0,33.0,False
1071,15,28.0,10.0,False
2935,134,55.0,31.0,False
2053,6,23.0,46.0,True
2732,13,48.0,56.0,True
2264,107,16.0,39.0,True
2415,121,28.0,51.0,True
2813,76,30.0,48.0,True
1545,76,13.0,44.0,True
672,39,28.0,4.0,False
1713,160,23.0,12.0,False
3082,320,27.0,24.0,True
3138,179,43.0,29.0,False
3554,65,29.0,39.0,True
2475,161,38.0,20.0,False
1902,354,14.0,28.0,True
2023,242,36.0,19.0,False
3099,238,39.0,42.0,True
1718,11,35.0,17.0,False
1235,0,5.0,20.0,True
2255,123,29.0,34.0,True
2907,67,29.0,22.0,False
1788,5,33.0,14.0,False
3968,89,42.0,37.0,True
522,163,1.0,13.0,True
1431,154,15.0,23.0,True
2023,40,35.0,33.0,False
1909,104,38.0,21.0,False
2668,176,24.0,29.0,True
1283,355,18.0,4.0,False
1489,77,8.0,24.0,True
3879,364,30.0,23.0,False
1828,44,21.0,17.0,False
2713,0,27.0,31.0,False
3303,312,29.0,32.0,True
2178,377,33.0,22.0,False
3844,47,33.0,47.0,True
2522,41,30.0,32.0,False
2098,181,17.0,23.0,True
2442,43,30.0,19.0,False
1123,77,6.0,15.0,True
2506,116,27.0,30.0,True
2057,117,37.0,17.0,False
1797,113,24.0,13.0,False
1937,138,15.0,23.0,True
2226,0,35.0,11.0,False
2488,59,22.0,15.0,False
2658,10,36.0,10.0,False
3044,195,38.0,38.0,False
2267,1,41.0,54.0,True
2117,68,33.0,19.0,False
2176,150,24.0,43.0,True
2042,59,37.0,36.0,True
1939,46,10.0,38.0,True
2955,59,42.0,31.0,False
2609,153,39.0,28.0,False
2261,160,19.0,42.0,True
1740,247,33.0,12.0,False
2749,103,43.0,26.0,False
1307,46,14.0,17.0,True
2460,123,31.0,37.0,True
2119,5,20.0,33.0,True
3294,3,59.0,28.0,False
2588,99,37.0,41.0,True
2838,205,34.0,49.0,True
2402,78,36.0,21.0,False
1174,103,11.0,35.0,True
2218,297,35.0,21.0,False
1994,96,26.0,9.0,False
1852,137,10.0,45.0,True
1941,179,21.0,25.0,False
1229,270,10.0,28.0,True
1610,132,29.0,21.0,False
1988,10,23.0,32.0,True
2368,6,35.0,47.0,True
2665,140,24.0,45.0,True
2645,227,49.0,32.0,False
2472,84,21.0,50.0,True
2752,45,28.0,48.0,True
2036,101,18.0,51.0,True
1631,4,30.0,16.0,False
2466,10,39.0,32.0,False
2978,25,51.0,31.0,False
2550,55,30.0,35.0,True
2253,37,34.0,46.0,True
2141,255,21.0,41.0,True
2483,40,41.0,33.0,False
2037,85,23.0,40.0,True
2499,16,32.0,32.0,False
2195,19,22.0,46.0,True
2524,51,28.0,28.0,False
1484,189,10.0,32.0,True
2470,40,39.0,33.0,False
2426,194,40.0,22.0,False
2471,98,36.0,25.0,False
3395,106,43.0,61.0,True
2178,102,33.0,15.0,False
2437,81,35.0,34.0,True
2793,275,51.0,59.0,True
1689,40,25.0,9.0,False
2153,126,33.0,10.0,False
2585,10,50.0,16.0,False
2844,191,24.0,37.0,True
3056,268,39.0,29.0,False
1985,123,12.0,26.0,True
2349,142,33.0,19.0,False
2641,7,37.0,44.0,True
2346,2,21.0,51.0,True
1891,159,9.0,33.0,True
2336,119,35.0,31.0,True
1641,50,28.0,13.0,False
3715,0,42.0,60.0,True
2798,66,32.0,53.0,True
2668,162,38.0,16.0,False
1453,88,26.0,35.0,True
2111,310,15.0,29.0,True
2698,200,27.0,43.0,True
1342,98,40.0,16.0,False
2353,66,40.0,28.0,False
2080,10,23.0,34.0,True
2397,1,42.0,34.0,False
1505,30,24.0,9.0,False
2754,2,44.0,42.0,False
2770,81,0.0,0.0,True
2128,53,0.0,0.0,False
1830,57,0.0,0.0,True
2089,12,0.0,0.0,True
3324,102,0.0,0.0,True
2987,87,0.0,0.0,False
1943,8,30.0,29.0,False
1082,162,6.0,18.0,True
1537,48,18.0,25.0,True
2765,166,46.0,23.0,False
1997,260,27.0,21.0,False
1826,69,25.0,36.0,True
1965,75,20.0,39.0,True
1656,95,14.0,31.0,True
2100,89,47.0,15.0,False
1709,333,40.0,13.0,False
1899,114,35.0,9.0,False
2063,0,40.0,12.0,False
1810,34,4.0,23.0,True
1426,63,17.0,21.0,True
2023,0,29.0,43.0,True
1850,132,33.0,14.0,False
3602,0,50.0,47.0,True
2015,224,14.0,45.0,True
2521,0,0.0,0.0,True
2525,123,27.0,27.0,True
2812,0,0.0,0.0,False
1962,7,11.0,38.0,True
2097,161,41.0,11.0,False
2280,248,40.0,28.0,False
2447,102,22.0,47.0,True
2540,5,60.0,37.0,False
2493,139,23.0,35.0,True
2939,84,30.0,27.0,False
1683,268,28.0,17.0,False
1709,30,30.0,18.0,False
2028,188,17.0,32.0,True
1504,213,22.0,9.0,False
817,17,3.0,26.0,True
1200,0,51.0,23.0,False
2416,110,38.0,54.0,True
1772,225,34.0,20.0,False
3021,78,48.0,27.0,False
1282,68,9.0,33.0,True
1138,147,31.0,9.0,False
2481,11,46.0,40.0,False
2260,5,30.0,54.0,True
2077,121,29.0,16.0,False
2401,127,11.0,30.0,True
2385,225,18.0,26.0,True
1709,16,17.0,30.0,True
3174,168,30.0,24.0,False
1486,219,2.0,17.0,True
2065,113,25.0,25.0,False
2908,141,50.0,56.0,False
1978,93,21.0,30.0,True
572,0,8.0,8.0,True
2045,109,21.0,25.0,True
1846,278,9.0,23.0,True
2341,240,18.0,19.0,False
1830,0,15.0,32.0,True
1731,214,29.0,44.0,True
2068,68,32.0,32.0,False
1398,201,10.0,27.0,True
1459,98,32.0,9.0,False
2147,173,12.0,26.0,True
2456,10,25.0,11.0,False
2573,51,49.0,18.0,False
2157,213,16.0,28.0,True
1482,74,7.0,42.0,True
1060,248,9.0,32.0,True
1131,65,4.0,25.0,True
1856,204,30.0,11.0,False
1430,62,13.0,30.0,True
1631,132,38.0,9.0,False
879,91,29.0,14.0,False
2010,0,39.0,40.0,False
1760,140,27.0,45.0,True
2197,71,18.0,46.0,True
2230,141,34.0,57.0,True
791,43,12.0,5.0,False
2187,57,36.0,46.0,False
948,55,4.0,23.0,True
1666,64,24.0,26.0,True
1815,0,36.0,57.0,True
1153,0,23.0,13.0,False
1040,88,7.0,31.0,True
1757,20,34.0,15.0,False
1212,20,9.0,30.0,True
2012,221,44.0,18.0,False
1403,53,5.0,29.0,True
2273,110,21.0,45.0,True
2240,244,30.0,16.0,False
2262,46,20.0,37.0,True
1982,7,32.0,25.0,False
2961,0,34.0,35.0,False
1495,134,15.0,27.0,True
1234,20,29.0,15.0,False
3061,173,36.0,48.0,True
2302,0,36.0,49.0,True
1739,0,26.0,34.0,False
1415,9,28.0,24.0,False
2130,20,27.0,45.0,True
2300,59,47.0,30.0,False
1893,0,24.0,34.0,True
1461,3,35.0,28.0,False
2749,0,19.0,19.0,True
2371,220,22.0,23.0,True
1454,111,23.0,16.0,False
2079,0,26.0,30.0,False
2215,89,15.0,28.0,True
1338,97,22.0,2.0,False
2104,105,29.0,23.0,False
2078,117,40.0,35.0,True
1608,0,23.0,40.0,True
1915,0,45.0,35.0,False
2250,0,44.0,46.0,True
3033,201,43.0,40.0,True
1992,0,30.0,46.0,True
1868,139,33.0,26.0,False
2487,176,39.0,19.0,False
1345,56,35.0,18.0,False
1735,213,18.0,27.0,True
2383,0,37.0,70.0,True
1855,71,39.0,25.0,False
1446,13,14.0,33.0,True
1106,96,26.0,6.0,False
2375,90,57.0,34.0,False
2209,195,18.0,37.0,True
2258,70,17.0,31.0,True
2329,0,46.0,25.0,False
1326,5,22.0,29.0,True
848,0,19.0,8.0,False
2015,71,33.0,49.0,True
1778,75,13.0,28.0,True
1390,0,8.0,31.0,True
1969,3,40.0,51.0,True
1869,195,49.0,18.0,False
2823,101,49.0,52.0,True
2103,69,29.0,51.0,True
1764,111,59.0,21.0,False
2549,14,35.0,32.0,False
1325,86,16.0,41.0,True
2363,0,37.0,58.0,True
1695,86,47.0,26.0,False
1288,0,57.0,19.0,False
1772,146,56.0,26.0,False
2342,101,39.0,62.0,True
1708,0,8.0,51.0,True
2032,153,42.0,14.0,False
1355,84,16.0,58.0,True
2390,168,56.0,62.0,True
2524,125,50.0,46.0,False
1904,16,20.0,47.0,True
1580,178,14.0,37.0,True
2010,97,26.0,20.0,False
2423,171,23.0,30.0,True
1651,200,27.0,38.0,True
1694,95,33.0,25.0,False
2262,0,37.0,25.0,False
1826,0,32.0,18.0,False
2376,0,0.0,0.0,False
1305,7,10.0,39.0,True
730,14,13.0,4.0,False
2491,104,52.0,43.0,False
1455,87,21.0,39.0,True
1083,171,6.0,17.0,True
1601,98,37.0,23.0,False
2305,99,32.0,44.0,True
1340,0,17.0,35.0,True
2275,262,29.0,24.0,False
812,0,3.0,37.0,True
1077,0,14.0,49.0,True
4125,206,34.0,24.0,False
2325,22,20.0,14.0,False
2020,0,9.0,21.0,True
2460,121,22.0,14.0,False
2522,391,28.0,13.0,False
1283,0,38.0,14.0,False
1488,183,32.0,11.0,False
1935,60,19.0,36.0,True
1939,81,27.0,40.0,True
1753,10,30.0,30.0,False
1638,49,34.0,19.0,False
1617,190,9.0,37.0,True
1969,145,28.0,17.0,False
2073,75,43.0,16.0,False
1593,90,19.0,31.0,True
2517,286,42.0,16.0,False
1790,233,32.0,13.0,False
2014,2,42.0,16.0,False
2132,9,39.0,16.0,False
1352,219,14.0,43.0,True
2391,129,37.0,42.0,True
1808,0,16.0,42.0,True
766,152,1.0,21.0,True
2726,261,41.0,27.0,False
1671,152,28.0,39.0,True
1133,92,28.0,11.0,False
1817,0,44.0,32.0,False
634,114,9.0,3.0,False
1706,0,28.0,37.0,True
1785,5,28.0,33.0,True
2076,0,39.0,52.0,True
2032,59,28.0,45.0,True
1635,6,19.0,40.0,True
1921,161,37.0,28.0,False
1348,77,13.0,35.0,True
2640,136,54.0,37.0,False
1701,133,42.0,25.0,False
2484,155,53.0,54.0,True
2886,91,67.0,58.0,False
2608,0,47.0,62.0,True
3259,90,54.0,58.0,True
2231,280,75.0,29.0,False
1570,0,64.0,28.0,False
1794,7,40.0,17.0,False
1685,0,18.0,33.0,True
2378,210,23.0,37.0,True
1811,39,42.0,25.0,False
1941,136,20.0,43.0,True
2138,0,43.0,38.0,False
2418,0,57.0,61.0,True
1755,210,29.0,53.0,True
1526,119,12.0,35.0,True
1032,0,9.0,28.0,True
1688,107,28.0,51.0,True
2442,69,38.0,20.0,False
1448,79,45.0,28.0,False
2436,34,40.0,27.0,False
3484,0,75.0,53.0,False
1799,217,20.0,63.0,True
1979,153,46.0,23.0,False
3116,124,56.0,48.0,True
2909,0,46.0,48.0,True
2247,121,51.0,46.0,False
2289,42,32.0,49.0,True
2872,200,42.0,46.0,True
2509,90,46.0,33.0,False
1762,86,23.0,41.0,True
2956,3,59.0,41.0,False
1250,61,17.0,48.0,True
1269,0,42.0,10.0,False
2342,110,45.0,42.0,False
3288,8,61.0,75.0,False
1912,4,47.0,19.0,False
804,27,11.0,30.0,True
3444,58,54.0,44.0,True
2004,0,31.0,62.0,True
1405,0,17.0,28.0,True
1650,81,23.0,38.0,True
3084,197,34.0,40.0,True
1820,74,15.0,34.0,True
2076,286,40.0,8.0,False
2371,274,18.0,27.0,True
2506,0,64.0,34.0,False
2371,7,50.0,34.0,False
3656,101,52.0,43.0,True
1296,77,8.0,23.0,True
2291,25,53.0,41.0,False
2467,124,30.0,32.0,False
2775,151,29.0,30.0,True
1767,359,6.0,24.0,True
3486,193,40.0,38.0,True
1264,142,10.0,25.0,True
1856,269,31.0,25.0,False
2306,97,16.0,32.0,True
1646,228,26.0,15.0,False
2739,121,30.0,41.0,False
3168,76,28.0,39.0,True
2173,0,57.0,22.0,False
3025,0,58.0,43.0,False
2142,91,41.0,26.0,False
2384,12,62.0,20.0,False
2454,81,31.0,53.0,True
2865,33,37.0,41.0,True
1948,220,16.0,20.0,True
3819,111,39.0,33.0,False
2294,97,28.0,25.0,False
3328,110,45.0,62.0,True
1879,52,11.0,28.0,True
1963,108,15.0,33.0,True
3575,284,38.0,31.0,True
1987,48,25.0,41.0,True
2396,0,32.0,20.0,False
1830,0,25.0,45.0,True
3991,245,54.0,51.0,True
2280,2,50.0,27.0,False
2652,231,53.0,28.0,False
2105,122,46.0,30.0,False
1399,0,14.0,38.0,True
2012,198,25.0,52.0,True
3518,0,36.0,49.0,True
3345,116,59.0,66.0,False
2612,128,41.0,55.0,True
2167,198,39.0,31.0,True
2914,79,31.0,52.0,True
636,71,13.0,2.0,False
2907,127,44.0,51.0,True
2183,221,50.0,27.0,False
1580,256,39.0,22.0,False
1984,0,30.0,21.0,False
1107,0,36.0,12.0,False
3172,233,44.0,36.0,True
1355,0,10.0,56.0,True
3958,131,45.0,38.0,False
2394,0,50.0,49.0,False
1726,79,53.0,17.0,False
1807,88,30.0,22.0,False
1616,126,20.0,7.0,False
2188,63,62.0,35.0,False
1299,10,11.0,34.0,True
1507,48,17.0,30.0,True
695,98,5.0,19.0,True
2327,129,30.0,48.0,True
2928,0,57.0,45.0,False
2099,121,21.0,34.0,True
2143,105,28.0,65.0,True
2305,8,48.0,20.0,False
430,0,1.0,11.0,True
2752,74,50.0,48.0,False
3074,5,62.0,36.0,False
2185,157,35.0,45.0,True
2501,73,49.0,30.0,False
1380,82,13.0,41.0,True
2250,13,48.0,32.0,False
1451,65,13.0,15.0,True
2137,170,13.0,27.0,True
2023,0,25.0,42.0,True
1552,57,55.0,16.0,False
1316,13,16.0,29.0,True
1987,115,22.0,41.0,True
3609,216,40.0,60.0,True
2755,97,47.0,49.0,True
3122,0,40.0,40.0,True
2406,89,49.0,54.0,True
1760,0,23.0,38.0,True
1963,167,29.0,32.0,True
1921,141,39.0,24.0,False
3166,212,65.0,40.0,False
748,0,9.0,18.0,True
1256,168,4.0,28.0,True
2549,0,51.0,38.0,False
1065,70,30.0,6.0,False
3276,113,59.0,41.0,False
2669,183,42.0,56.0,True
3063,30,54.0,73.0,True
2591,80,64.0,42.0,False
2179,0,19.0,40.0,True
2012,17,31.0,46.0,True
1596,0,54.0,12.0,False
1566,0,18.0,37.0,True
1865,0,33.0,52.0,True
1634,78,7.0,41.0,True
1882,282,32.0,12.0,False
2466,0,62.0,59.0,True
1554,219,50.0,17.0,False
1443,186,49.0,10.0,False
3002,239,55.0,58.0,True
2802,68,58.0,45.0,False
2018,197,20.0,37.0,True
2416,117,21.0,29.0,True
1991,163,50.0,20.0,False
2316,11,36.0,33.0,False
2038,0,24.0,42.0,True
2912,0,43.0,50.0,True
2971,0,65.0,34.0,False
2079,0,53.0,21.0,False
1700,0,19.0,49.0,True
2214,139,46.0,25.0,False
797,0,10.0,20.0,True
3786,0,79.0,61.0,False
1930,133,42.0,35.0,False
2336,8,43.0,29.0,False
1802,0,25.0,36.0,True
2161,60,42.0,23.0,False
1217,0,31.0,6.0,False
1474,156,6.0,39.0,True
1711,2,49.0,13.0,False
2373,137,24.0,45.0,True
1959,0,33.0,51.0,True
1907,159,37.0,16.0,False
2305,9,44.0,37.0,False
1580,25,14.0,36.0,True
2478,182,35.0,35.0,True
2163,141,44.0,41.0,False
2888,24,46.0,48.0,True
1567,127,57.0,10.0,False
1332,87,9.0,42.0,True
3889,12,61.0,52.0,True
3113,172,46.0,28.0,False
3965,68,47.0,36.0,False
1350,53,9.0,28.0,True
2232,0,48.0,21.0,False
1510,93,23.0,6.0,False
2714,176,40.0,32.0,False
2212,81,33.0,40.0,True
1885,77,15.0,42.0,True
500,0,3.0,10.0,True
2791,45,41.0,45.0,False
1435,117,27.0,19.0,False
3128,0,51.0,74.0,False
2180,69,47.0,20.0,False
1830,0,42.0,19.0,False
2756,40,49.0,43.0,False
2156,0,26.0,60.0,True
2723,101,38.0,67.0,True
2242,185,38.0,40.0,True
1997,0,55.0,29.0,False
2585,104,55.0,37.0,False
1969,172,39.0,17.0,False
3038,229,31.0,52.0,True
1354,0,4.0,26.0,True
2582,134,48.0,16.0,False
3413,57,43.0,29.0,False
2128,126,19.0,47.0,True
1915,100,39.0,21.0,False
744,115,1.0,15.0,True
1282,109,6.0,40.0,True
2837,7,36.0,25.0,False
2263,0,32.0,29.0,True
1823,0,9.0,37.0,True
1347,304,10.0,33.0,True
712,102,4.0,26.0,True
1388,29,55.0,7.0,False
1069,159,27.0,5.0,False
2218,163,37.0,17.0,False
1932,220,19.0,28.0,True
3104,8,44.0,48.0,True
2857,0,43.0,65.0,True
3094,209,42.0,57.0,True
2088,67,51.0,25.0,False
1880,106,24.0,36.0,True
1386,13,37.0,8.0,False
2123,11,24.0,35.0,True
1690,8,51.0,13.0,False
1509,0,50.0,11.0,False
1715,19,22.0,49.0,True
2012,162,22.0,31.0,True
1301,46,10.0,37.0,True
1230,0,18.0,46.0,True
1598,0,44.0,24.0,False
1801,140,21.0,22.0,True
2869,303,37.0,36.0,True
1286,355,15.0,21.0,True
2283,0,28.0,27.0,False
2016,0,31.0,58.0,True
1532,52,40.0,17.0,False
1729,0,30.0,45.0,True
2708,102,38.0,41.0,True
2433,102,59.0,47.0,False
1659,179,16.0,41.0,True
1442,102,25.0,21.0,False
2702,96,51.0,41.0,False
3100,0,57.0,51.0,True
1902,4,59.0,16.0,False
1993,0,25.0,50.0,True
2903,123,57.0,37.0,False
2440,50,30.0,48.0,True
3021,69,60.0,38.0,False
1621,12,12.0,30.0,True
2515,0,54.0,29.0,False
1771,218,25.0,26.0,True
2954,163,52.0,49.0,False
2914,193,44.0,63.0,False
2286,53,31.0,40.0,True
2031,0,43.0,42.0,False
2219,120,24.0,44.0,True
2067,0,45.0,34.0,False
2483,0,48.0,27.0,False
1512,41,26.0,32.0,True
2395,117,48.0,40.0,True
1631,2,40.0,16.0,False
2645,224,49.0,34.0,True
2428,51,45.0,31.0,False
2624,114,29.0,50.0,True
2786,67,75.0,48.0,False
732,111,19.0,6.0,False
2353,63,50.0,38.0,False
2319,171,37.0,47.0,True
2528,110,27.0,28.0,True
1636,53,19.0,25.0,True
2463,15,45.0,44.0,True
1209,10,20.0,37.0,True
1725,142,37.0,19.0,False
1965,118,22.0,41.0,True
1780,103,41.0,20.0,False
3119,72,65.0,62.0,False
1913,178,25.0,38.0,True
2459,0,47.0,61.0,True
2177,302,24.0,30.0,True
1898,216,29.0,13.0,False
1759,43,37.0,25.0,False
1521,76,6.0,34.0,True
1286,11,16.0,48.0,True
2597,0,45.0,14.0,False
2436,203,45.0,31.0,False
1996,85,32.0,17.0,False
2329,33,52.0,22.0,False
960,86,7.0,7.0,False
1753,279,30.0,14.0,False
1853,0,12.0,31.0,True
2356,0,21.0,37.0,True
1486,0,21.0,39.0,True
3152,3,46.0,45.0,True
2130,191,18.0,38.0,True
1310,159,29.0,10.0,False
2931,0,36.0,45.0,True
1687,62,26.0,33.0,True
2849,199,28.0,42.0,True
1665,240,34.0,16.0,False
1762,122,19.0,49.0,True
1473,8,11.0,40.0,True
2971,27,55.0,61.0,True
3298,218,37.0,34.0,False
2967,111,59.0,29.0,False
2460,0,15.0,36.0,True
2875,72,35.0,46.0,False
2060,44,37.0,11.0,False
2183,43,29.0,44.0,True
1721,98,50.0,17.0,False
1424,26,22.0,52.0,True
2511,0,40.0,28.0,False
1830,18,40.0,33.0,False
1937,187,31.0,12.0,False
1645,5,41.0,16.0,False
2144,243,19.0,33.0,True
3273,52,53.0,39.0,False
2809,0,68.0,48.0,False
1444,9,37.0,10.0,False
1622,53,34.0,20.0,False
1538,1,7.0,23.0,True
2908,200,32.0,38.0,True
2081,40,26.0,36.0,True
1786,0,33.0,13.0,False
1368,47,31.0,16.0,False
2356,7,26.0,44.0,True
1321,121,40.0,11.0,False
3324,15,50.0,46.0,False
1461,154,4.0,33.0,True
1720,21,30.0,12.0,False
1950,3,26.0,33.0,True
2482,92,37.0,46.0,True
1793,0,22.0,42.0,True
2369,73,45.0,21.0,False
2206,93,41.0,31.0,False
2488,63,32.0,43.0,True
1681,169,14.0,33.0,True
2420,26,39.0,22.0,False
2195,10,31.0,21.0,False
2786,92,24.0,35.0,True
2974,43,47.0,37.0,True
1753,39,16.0,40.0,True
1125,10,11.0,22.0,True
1644,52,25.0,17.0,False
1188,0,9.0,31.0,True
2348,67,49.0,32.0,False
1404,80,10.0,28.0,True
2473,173,26.0,35.0,True
2703,0,34.0,40.0,True
2025,0,29.0,45.0,False
2122,44,41.0,24.0,False
1569,33,20.0,40.0,True
1468,14,48.0,9.0,False
1779,0,21.0,55.0,True
816,56,3.0,19.0,True
1685,0,51.0,19.0,False
2517,45,27.0,35.0,True
1844,19,16.0,45.0,True
1315,5,40.0,10.0,False
727,271,2.0,9.0,True
1918,0,39.0,15.0,False
1760,0,52.0,34.0,False
1536,174,2.0,20.0,True
1737,3,37.0,22.0,False
1293,194,3.0,36.0,True
2647,0,42.0,45.0,True
2563,87,27.0,53.0,True
3229,0,50.0,39.0,True
2290,99,38.0,34.0,True
1183,251,27.0,5.0,False
1902,1,64.0,25.0,False
1944,128,42.0,20.0,False
1908,78,49.0,21.0,False
2338,0,40.0,41.0,True
1764,100,23.0,29.0,True
2467,64,47.0,47.0,False
1703,54,31.0,23.0,False
1454,0,19.0,39.0,True
1450,254,10.0,26.0,True
1626,103,17.0,29.0,True
1066,61,9.0,28.0,True
1341,82,34.0,13.0,False
1656,73,18.0,31.0,True
2179,143,39.0,24.0,False
1434,63,10.0,20.0,True
1161,1,36.0,5.0,False
1674,0,48.0,11.0,False
2002,32,49.0,18.0,False
1716,18,48.0,25.0,False
2298,0,60.0,32.0,False
1675,48,12.0,30.0,True
2668,172,48.0,31.0,False
1188,120,4.0,23.0,True
3203,0,60.0,65.0,True
3526,11,41.0,58.0,True
1657,258,37.0,14.0,False
2568,6,38.0,21.0,False
2035,0,18.0,24.0,True
1997,0,51.0,20.0,False
1741,1,18.0,35.0,True
2131,60,44.0,19.0,False
2379,111,21.0,32.0,True
2605,59,43.0,40.0,False
1284,95,41.0,7.0,False
2427,8,30.0,28.0,False
1702,43,37.0,18.0,False
2339,6,53.0,34.0,False
2928,107,30.0,46.0,True
1374,49,11.0,28.0,True
1912,15,30.0,16.0,False
1748,58,13.0,34.0,True
3185,207,49.0,60.0,True
1974,67,32.0,19.0,False
2188,156,25.0,46.0,True
1944,77,22.0,37.0,True
1426,88,10.0,32.0,True
1339,97,16.0,22.0,True
1971,167,29.0,13.0,False
1693,6,19.0,27.0,True
1821,203,28.0,10.0,False
1465,228,26.0,21.0,False
1003,9,25.0,9.0,False
2430,74,35.0,38.0,False
2110,28,20.0,41.0,True
2082,82,48.0,26.0,False
2153,0,34.0,20.0,False
1541,86,32.0,15.0,False
1275,72,35.0,11.0,False
2731,15,33.0,43.0,True
914,89,24.0,5.0,False
1699,0,18.0,34.0,True
2193,0,39.0,52.0,True
2791,32,61.0,42.0,False
1680,107,8.0,37.0,True
2580,167,34.0,33.0,True
1756,144,20.0,30.0,True
1791,116,34.0,8.0,False
2820,124,45.0,46.0,True
1985,45,37.0,17.0,False
2097,60,36.0,22.0,False
1895,112,41.0,23.0,False
2134,107,25.0,14.0,False
2187,0,46.0,26.0,False
2789,60,40.0,39.0,True
1323,43,23.0,5.0,False
1312,125,6.0,25.0,True
2531,54,47.0,42.0,True
2232,227,33.0,41.0,True
1964,0,55.0,19.0,False
913,0,24.0,11.0,False
1525,132,27.0,20.0,False
2165,5,16.0,35.0,True
2153,0,49.0,24.0,False
2949,37,45.0,48.0,True
2843,93,50.0,36.0,False
2146,277,26.0,50.0,True
3030,12,36.0,34.0,False
2805,0,46.0,37.0,False
2761,97,48.0,32.0,False
2035,124,28.0,34.0,True
1801,116,45.0,18.0,False
1586,7,44.0,7.0,False
1258,3,31.0,12.0,False
1452,0,28.0,59.0,True
1476,58,32.0,11.0,False
644,5,2.0,14.0,True
2201,102,21.0,40.0,True
1555,100,15.0,26.0,True
881,21,4.0,20.0,True
2000,189,53.0,24.0,False
1083,69,39.0,11.0,False
2478,221,26.0,37.0,True
2262,124,25.0,40.0,True
2183,56,43.0,38.0,False
1267,86,35.0,9.0,False
1814,50,17.0,32.0,True
1290,15,36.0,14.0,False
1712,2,47.0,30.0,False
1451,167,34.0,8.0,False
1749,3,21.0,52.0,True
1428,0,36.0,14.0,False
2554,0,29.0,34.0,False
1666,0,48.0,12.0,False
1683,0,15.0,32.0,True
2872,99,38.0,29.0,False
1934,0,37.0,12.0,False
3699,0,32.0,37.0,True
2110,153,16.0,28.0,True
2005,60,10.0,28.0,True
