player1,player2,count,winrate
,,,
46,83,113,0.3008849557522124
83,46,113,0.3008849557522124
22,36,114,0.32456140350877194
36,22,114,0.32456140350877194
57,60,140,0.35
60,57,140,0.35
70,91,142,0.352112676056338
91,70,142,0.352112676056338
119,88,113,0.35398230088495575
88,119,113,0.35398230088495575
22,4,158,0.35443037974683544
4,22,158,0.35443037974683544
91,13,151,0.3576158940397351
13,91,151,0.3576158940397351
38,111,106,0.3584905660377358
111,38,106,0.3584905660377358
66,51,116,0.3620689655172414
51,66,116,0.3620689655172414
3,91,176,0.36363636363636365
91,3,176,0.36363636363636365
57,62,169,0.3668639053254438
62,57,169,0.3668639053254438
52,3,117,0.36752136752136755
3,52,117,0.36752136752136755
91,81,155,0.36774193548387096
81,91,155,0.36774193548387096
53,83,106,0.36792452830188677
83,53,106,0.36792452830188677
67,51,141,0.36879432624113473
51,67,141,0.36879432624113473
50,78,105,0.37142857142857144
78,50,105,0.37142857142857144
62,112,113,0.37168141592920356
112,62,113,0.37168141592920356
88,92,145,0.3724137931034483
92,88,145,0.3724137931034483
56,51,102,0.37254901960784315
51,56,102,0.37254901960784315
34,57,134,0.373134328358209
57,34,134,0.373134328358209
3,34,155,0.3741935483870968
34,3,155,0.3741935483870968
59,7,144,0.375
7,59,144,0.375
45,4,109,0.3761467889908257
4,45,109,0.3761467889908257
9,78,101,0.37623762376237624
78,9,101,0.37623762376237624
83,5,164,0.3780487804878049
5,83,164,0.3780487804878049
19,67,124,0.3790322580645161
67,19,124,0.3790322580645161
33,7,129,0.3798449612403101
7,33,129,0.3798449612403101
9,6,223,0.3811659192825112
6,9,223,0.3811659192825112
65,66,118,0.3813559322033898
66,65,118,0.3813559322033898
119,109,123,0.3821138211382114
109,119,123,0.3821138211382114
2,40,115,0.3826086956521739
40,2,115,0.3826086956521739
66,53,112,0.38392857142857145
53,66,112,0.38392857142857145
88,58,130,0.38461538461538464
58,88,130,0.38461538461538464
60,20,122,0.38524590163934425
20,60,122,0.38524590163934425
33,5,109,0.3853211009174312
5,33,109,0.3853211009174312
83,70,158,0.3860759493670886
70,83,158,0.3860759493670886
51,50,165,0.3878787878787879
50,51,165,0.3878787878787879
48,46,116,0.3879310344827586
46,48,116,0.3879310344827586
109,106,139,0.38848920863309355
106,109,139,0.38848920863309355
62,77,126,0.3888888888888889
77,62,126,0.3888888888888889
40,88,185,0.3891891891891892
88,40,185,0.3891891891891892
91,46,113,0.3893805309734513
46,91,113,0.3893805309734513
88,77,141,0.3900709219858156
77,88,141,0.3900709219858156
17,95,123,0.3902439024390244
88,80,123,0.3902439024390244
95,17,123,0.3902439024390244
80,88,123,0.3902439024390244
34,72,105,0.3904761904761905
46,37,105,0.3904761904761905
72,34,105,0.3904761904761905
37,46,105,0.3904761904761905
5,4,169,0.3905325443786982
4,5,169,0.3905325443786982
84,96,115,0.391304347826087
96,84,115,0.391304347826087
71,68,143,0.3916083916083916
68,71,143,0.3916083916083916
44,97,342,0.391812865497076
97,44,342,0.391812865497076
114,83,148,0.3918918918918919
83,114,148,0.3918918918918919
36,110,148,0.3918918918918919
110,36,148,0.3918918918918919
17,85,125,0.392
85,17,125,0.392
109,60,125,0.392
60,109,125,0.392
33,106,112,0.39285714285714285
106,33,112,0.39285714285714285
57,109,127,0.3937007874015748
36,12,127,0.3937007874015748
12,36,127,0.3937007874015748
109,57,127,0.3937007874015748
40,51,160,0.39375
51,40,160,0.39375
8,80,104,0.3942307692307692
80,8,104,0.3942307692307692
7,67,175,0.3942857142857143
67,7,175,0.3942857142857143
97,21,119,0.3949579831932773
21,97,119,0.3949579831932773
20,88,134,0.39552238805970147
88,20,134,0.39552238805970147
44,50,139,0.39568345323741005
50,44,139,0.39568345323741005
72,91,313,0.3961661341853035
91,72,313,0.3961661341853035
34,12,121,0.39669421487603307
34,77,121,0.39669421487603307
12,34,121,0.39669421487603307
77,34,121,0.39669421487603307
91,104,151,0.3973509933774834
104,91,151,0.3973509933774834
107,70,151,0.3973509933774834
70,107,151,0.3973509933774834
109,2,176,0.3977272727272727
2,109,176,0.3977272727272727
36,63,196,0.3979591836734694
63,36,196,0.3979591836734694
81,88,103,0.39805825242718446
88,81,103,0.39805825242718446
2,67,113,0.39823008849557523
67,2,113,0.39823008849557523
60,91,133,0.39849624060150374
91,60,133,0.39849624060150374
56,7,183,0.3989071038251366
7,56,183,0.3989071038251366
28,107,145,0.4
62,41,255,0.4
77,3,135,0.4
3,77,135,0.4
75,67,135,0.4
67,75,135,0.4
107,28,145,0.4
41,62,255,0.4
51,5,269,0.40148698884758366
5,51,269,0.40148698884758366
72,57,132,0.4015151515151515
57,72,132,0.4015151515151515
70,3,127,0.4015748031496063
3,70,127,0.4015748031496063
3,33,112,0.4017857142857143
33,3,112,0.4017857142857143
68,104,107,0.40186915887850466
104,68,107,0.40186915887850466
28,88,102,0.4019607843137255
88,28,102,0.4019607843137255
64,60,211,0.4028436018957346
60,64,211,0.4028436018957346
6,53,134,0.40298507462686567
53,6,134,0.40298507462686567
13,80,119,0.40336134453781514
51,58,119,0.40336134453781514
58,51,119,0.40336134453781514
80,13,119,0.40336134453781514
91,51,166,0.4036144578313253
51,91,166,0.4036144578313253
93,102,109,0.4036697247706422
102,93,109,0.4036697247706422
46,67,104,0.40384615384615385
67,46,104,0.40384615384615385
28,27,126,0.40476190476190477
27,28,126,0.40476190476190477
83,9,195,0.40512820512820513
9,83,195,0.40512820512820513
38,31,116,0.4051724137931034
31,38,116,0.4051724137931034
59,57,106,0.4056603773584906
57,59,106,0.4056603773584906
46,16,175,0.4057142857142857
16,46,175,0.4057142857142857
75,2,209,0.40669856459330145
2,75,209,0.40669856459330145
77,27,199,0.40703517587939697
27,77,199,0.40703517587939697
71,18,113,0.40707964601769914
18,71,113,0.40707964601769914
86,57,238,0.40756302521008403
57,86,238,0.40756302521008403
8,96,152,0.40789473684210525
96,8,152,0.40789473684210525
46,75,147,0.40816326530612246
75,46,147,0.40816326530612246
72,3,252,0.4087301587301587
3,72,252,0.4087301587301587
42,36,110,0.4090909090909091
102,8,110,0.4090909090909091
107,101,110,0.4090909090909091
36,42,110,0.4090909090909091
101,107,110,0.4090909090909091
8,102,110,0.4090909090909091
46,51,193,0.40932642487046633
51,46,193,0.40932642487046633
119,36,149,0.40939597315436244
36,119,149,0.40939597315436244
110,5,105,0.4095238095238095
5,110,105,0.4095238095238095
38,3,166,0.40963855421686746
3,38,166,0.40963855421686746
71,72,112,0.4107142857142857
33,17,112,0.4107142857142857
72,71,112,0.4107142857142857
17,33,112,0.4107142857142857
88,35,107,0.411214953271028
55,50,107,0.411214953271028
85,72,107,0.411214953271028
72,85,107,0.411214953271028
50,55,107,0.411214953271028
35,88,107,0.411214953271028
107,17,175,0.4114285714285714
17,107,175,0.4114285714285714
31,107,160,0.4125
107,31,160,0.4125
100,77,143,0.4125874125874126
77,100,143,0.4125874125874126
51,60,143,0.4125874125874126
60,51,143,0.4125874125874126
9,88,269,0.41263940520446096
88,9,269,0.41263940520446096
4,71,138,0.41304347826086957
71,4,138,0.41304347826086957
77,11,133,0.41353383458646614
11,77,133,0.41353383458646614
27,43,116,0.41379310344827586
91,87,116,0.41379310344827586
43,27,116,0.41379310344827586
87,91,116,0.41379310344827586
69,31,210,0.4142857142857143
31,69,210,0.4142857142857143
8,52,111,0.4144144144144144
52,8,111,0.4144144144144144
6,92,152,0.4144736842105263
92,6,152,0.4144736842105263
84,70,123,0.4146341463414634
70,84,123,0.4146341463414634
62,64,200,0.415
64,62,200,0.415
36,91,118,0.4152542372881356
91,36,118,0.4152542372881356
51,22,130,0.4153846153846154
60,19,130,0.4153846153846154
56,5,130,0.4153846153846154
5,56,130,0.4153846153846154
22,51,130,0.4153846153846154
19,60,130,0.4153846153846154
51,27,272,0.41544117647058826
27,51,272,0.41544117647058826
109,71,101,0.4158415841584158
71,109,101,0.4158415841584158
36,121,113,0.415929203539823
110,44,113,0.415929203539823
44,110,113,0.415929203539823
121,36,113,0.415929203539823
84,97,144,0.4166666666666667
12,57,132,0.4166666666666667
58,119,108,0.4166666666666667
66,39,108,0.4166666666666667
97,84,144,0.4166666666666667
119,58,108,0.4166666666666667
3,9,336,0.4166666666666667
9,3,336,0.4166666666666667
102,5,120,0.4166666666666667
57,12,132,0.4166666666666667
5,102,120,0.4166666666666667
13,90,120,0.4166666666666667
90,13,120,0.4166666666666667
39,66,108,0.4166666666666667
17,51,271,0.41697416974169743
51,17,271,0.41697416974169743
110,7,199,0.41708542713567837
7,110,199,0.41708542713567837
18,91,151,0.41721854304635764
91,18,151,0.41721854304635764
13,92,139,0.4172661870503597
92,13,139,0.4172661870503597
40,74,170,0.4176470588235294
74,40,170,0.4176470588235294
28,44,158,0.4177215189873418
44,28,158,0.4177215189873418
91,19,438,0.4178082191780822
19,91,438,0.4178082191780822
3,57,117,0.4188034188034188
57,3,117,0.4188034188034188
9,89,148,0.4189189189189189
89,9,148,0.4189189189189189
64,84,105,0.41904761904761906
85,7,105,0.41904761904761906
84,64,105,0.41904761904761906
7,85,105,0.41904761904761906
91,55,105,0.41904761904761906
55,91,105,0.41904761904761906
57,51,136,0.41911764705882354
7,58,136,0.41911764705882354
3,36,136,0.41911764705882354
51,57,136,0.41911764705882354
58,7,136,0.41911764705882354
36,3,136,0.41911764705882354
70,63,124,0.41935483870967744
58,17,124,0.41935483870967744
17,58,124,0.41935483870967744
63,70,124,0.41935483870967744
4,88,143,0.4195804195804196
48,3,143,0.4195804195804196
3,48,143,0.4195804195804196
88,4,143,0.4195804195804196
45,51,112,0.41964285714285715
51,45,112,0.41964285714285715
70,34,131,0.4198473282442748
34,70,131,0.4198473282442748
3,63,181,0.4198895027624309
63,3,181,0.4198895027624309
22,37,119,0.42016806722689076
37,22,119,0.42016806722689076
37,88,126,0.42063492063492064
88,37,126,0.42063492063492064
9,29,133,0.42105263157894735
29,9,133,0.42105263157894735
22,42,133,0.42105263157894735
42,22,133,0.42105263157894735
88,36,209,0.42105263157894735
36,88,209,0.42105263157894735
2,46,159,0.42138364779874216
9,48,159,0.42138364779874216
46,2,159,0.42138364779874216
48,9,159,0.42138364779874216
22,70,121,0.4214876033057851
70,22,121,0.4214876033057851
44,20,102,0.4215686274509804
22,106,102,0.4215686274509804
106,22,102,0.4215686274509804
20,44,102,0.4215686274509804
34,60,166,0.42168674698795183
60,34,166,0.42168674698795183
88,17,275,0.4218181818181818
17,88,275,0.4218181818181818
57,9,109,0.42201834862385323
9,57,109,0.42201834862385323
62,5,154,0.42207792207792205
5,62,154,0.42207792207792205
91,86,161,0.422360248447205
86,91,161,0.422360248447205
62,20,116,0.4224137931034483
20,62,116,0.4224137931034483
92,51,168,0.4226190476190476
51,92,168,0.4226190476190476
50,46,123,0.42276422764227645
46,50,123,0.42276422764227645
43,88,104,0.4230769230769231
88,43,104,0.4230769230769231
38,9,130,0.4230769230769231
112,88,130,0.4230769230769231
88,112,130,0.4230769230769231
9,38,130,0.4230769230769231
22,12,163,0.4233128834355828
12,22,163,0.4233128834355828
16,77,137,0.4233576642335766
88,31,137,0.4233576642335766
77,16,137,0.4233576642335766
31,88,137,0.4233576642335766
92,3,111,0.42342342342342343
3,92,111,0.42342342342342343
8,66,111,0.42342342342342343
20,97,111,0.42342342342342343
66,8,111,0.42342342342342343
97,20,111,0.42342342342342343
17,14,295,0.423728813559322
14,17,295,0.423728813559322
54,53,217,0.423963133640553
53,54,217,0.423963133640553
69,46,125,0.424
46,69,125,0.424
31,9,179,0.4245810055865922
9,31,179,0.4245810055865922
9,33,113,0.4247787610619469
8,103,113,0.4247787610619469
33,9,113,0.4247787610619469
103,8,113,0.4247787610619469
58,62,153,0.42483660130718953
62,58,153,0.42483660130718953
74,80,134,0.4253731343283582
80,74,134,0.4253731343283582
5,93,181,0.425414364640884
93,5,181,0.425414364640884
74,33,188,0.425531914893617
33,74,188,0.425531914893617
109,96,101,0.42574257425742573
109,33,101,0.42574257425742573
5,22,202,0.42574257425742573
96,109,101,0.42574257425742573
22,5,202,0.42574257425742573
33,109,101,0.42574257425742573
11,33,155,0.4258064516129032
33,11,155,0.4258064516129032
12,3,223,0.4260089686098655
3,12,223,0.4260089686098655
114,111,122,0.4262295081967213
111,114,122,0.4262295081967213
14,22,204,0.4264705882352941
22,14,204,0.4264705882352941
112,70,143,0.42657342657342656
70,112,143,0.42657342657342656
70,45,103,0.42718446601941745
85,93,103,0.42718446601941745
93,85,103,0.42718446601941745
45,70,103,0.42718446601941745
45,12,110,0.42727272727272725
12,45,110,0.42727272727272725
48,5,124,0.4274193548387097
5,48,124,0.4274193548387097
65,109,131,0.42748091603053434
109,65,131,0.42748091603053434
61,7,131,0.42748091603053434
7,61,131,0.42748091603053434
46,84,138,0.427536231884058
84,46,138,0.427536231884058
38,20,152,0.4276315789473684
20,38,152,0.4276315789473684
88,70,166,0.42771084337349397
70,88,166,0.42771084337349397
107,57,166,0.42771084337349397
57,107,166,0.42771084337349397
67,22,222,0.42792792792792794
22,67,222,0.42792792792792794
5,9,306,0.42810457516339867
9,5,306,0.42810457516339867
67,17,133,0.42857142857142855
79,12,112,0.42857142857142855
92,53,147,0.42857142857142855
53,92,147,0.42857142857142855
75,83,112,0.42857142857142855
83,75,112,0.42857142857142855
9,68,189,0.42857142857142855
83,76,105,0.42857142857142855
13,6,133,0.42857142857142855
68,9,189,0.42857142857142855
76,83,105,0.42857142857142855
88,57,147,0.42857142857142855
112,46,133,0.42857142857142855
57,88,147,0.42857142857142855
74,77,112,0.42857142857142855
6,13,133,0.42857142857142855
77,74,112,0.42857142857142855
12,79,112,0.42857142857142855
46,112,133,0.42857142857142855
17,67,133,0.42857142857142855
71,36,184,0.42934782608695654
36,71,184,0.42934782608695654
55,93,142,0.4295774647887324
93,55,142,0.4295774647887324
28,75,135,0.42962962962962964
75,28,135,0.42962962962962964
50,71,128,0.4296875
71,50,128,0.4296875
9,37,128,0.4296875
37,9,128,0.4296875
41,38,114,0.4298245614035088
60,46,114,0.4298245614035088
38,41,114,0.4298245614035088
46,60,114,0.4298245614035088
65,12,107,0.42990654205607476
12,65,107,0.42990654205607476
88,53,186,0.43010752688172044
53,88,186,0.43010752688172044
77,64,172,0.43023255813953487
57,64,172,0.43023255813953487
64,77,172,0.43023255813953487
64,57,172,0.43023255813953487
2,48,158,0.43037974683544306
48,2,158,0.43037974683544306
92,7,144,0.4305555555555556
7,92,144,0.4305555555555556
52,12,130,0.4307692307692308
12,52,130,0.4307692307692308
9,73,123,0.43089430894308944
73,9,123,0.43089430894308944
67,101,116,0.43103448275862066
101,67,116,0.43103448275862066
79,88,218,0.43119266055045874
58,64,109,0.43119266055045874
88,91,109,0.43119266055045874
26,33,109,0.43119266055045874
33,26,109,0.43119266055045874
64,58,109,0.43119266055045874
88,79,218,0.43119266055045874
91,88,109,0.43119266055045874
107,79,102,0.43137254901960786
79,107,102,0.43137254901960786
88,110,102,0.43137254901960786
18,57,102,0.43137254901960786
110,88,102,0.43137254901960786
51,81,102,0.43137254901960786
57,18,102,0.43137254901960786
81,51,102,0.43137254901960786
30,88,190,0.43157894736842106
88,30,190,0.43157894736842106
18,60,139,0.4316546762589928
60,18,139,0.4316546762589928
7,4,227,0.43171806167400884
4,7,227,0.43171806167400884
112,100,169,0.4319526627218935
100,112,169,0.4319526627218935
16,36,125,0.432
36,16,125,0.432
39,77,125,0.432
77,39,125,0.432
54,69,155,0.432258064516129
69,54,155,0.432258064516129
83,95,111,0.43243243243243246
106,95,111,0.43243243243243246
95,106,111,0.43243243243243246
91,11,148,0.43243243243243246
57,7,111,0.43243243243243246
95,83,111,0.43243243243243246
11,91,148,0.43243243243243246
7,57,111,0.43243243243243246
90,51,141,0.4326241134751773
51,90,141,0.4326241134751773
88,109,245,0.4326530612244898
109,88,245,0.4326530612244898
22,44,104,0.4326923076923077
66,13,104,0.4326923076923077
44,22,104,0.4326923076923077
13,66,104,0.4326923076923077
60,40,164,0.4329268292682927
40,60,164,0.4329268292682927
107,5,164,0.4329268292682927
5,107,164,0.4329268292682927
68,54,120,0.43333333333333335
