match_id,match_seq_num,radiant_win,start_time,duration,avg_mmr,num_mmr,lobby_type,game_mode,avg_rank_tier,num_rank_tier,cluster
5223127412,4382854354,true,1580646932,2509,3963,4,7,22,61,8,181
5223127419,4382856263,true,1580646931,2569,4470,3,7,22,64,6,187
5223127509,4382843876,false,1580646923,2189,3411,3,7,22,49,5,156
5223127602,4382851569,false,1580646936,2515,5285,4,7,22,80,6,137
5223127607,4382835217,false,1580646936,1879,4312,5,7,22,62,6,186
5223127612,4382864712,false,1580646938,3026,3454,2,7,22,51,3,181
5223127705,4382849572,true,1580646942,2346,4258,5,0,22,62,7,223
5223127914,4382889942,false,1580646941,3950,3321,1,7,22,40,5,187
5223128306,4382836609,true,1580646959,1897,3313,4,7,22,51,6,137
5223128308,4382856485,false,1580646941,2672,3660,2,0,22,51,4,181
5223128311,4382857333,true,1580646954,2720,3665,1,7,22,44,2,155
5223128314,4382871078,false,1580646959,3150,4330,5,7,22,68,7,132
5223128515,4382828791,true,1580646966,1503,3177,1,7,22,42,7,155
5223128608,4382856448,false,1580646963,2536,4024,2,7,22,55,4,151
5223128610,4382840047,true,1580646947,1936,3039,4,7,22,44,6,156
5223128617,4382846593,true,1580646964,2218,3321,3,0,22,55,4,184
5223128716,4382837028,true,1580646972,1870,4051,3,7,22,64,6,155
5223128717,4382845349,false,1580646972,2178,4178,1,7,22,60,4,155
5223128903,4382852735,false,1580646959,2547,3916,2,7,22,73,5,151
5223128907,4382837739,false,1580646977,1951,3611,1,7,22,46,4,188
5223128912,4382832563,false,1580646977,1740,4211,1,7,22,71,5,184
5223128916,4382820671,true,1580646974,1109,3779,4,7,22,61,8,185
5223129004,4382863556,true,1580646941,2879,3006,1,7,22,47,6,131
5223129105,4382869395,true,1580646985,3180,3245,2,7,22,50,9,182
5223129200,4382831670,true,1580646984,1677,3978,2,7,22,48,5,134
5223129207,4382854324,true,1580646987,2522,3116,4,7,22,52,5,152
5223129415,4382855397,true,1580646984,2633,3882,4,7,22,61,6,182
5223129417,4382835982,true,1580646992,1870,3244,3,7,22,47,7,181
5223129512,4382827983,true,1580646992,1527,3135,4,7,22,57,9,135
5223129516,4382833725,true,1580646984,1644,3523,1,7,22,43,4,185
5223129602,4382841518,false,1580646999,2012,3716,3,7,22,60,4,154
5223129609,4382840305,false,1580646991,1995,3358,2,7,22,41,6,137
5223129701,4382870095,false,1580646993,3071,4111,2,7,22,50,9,232
5223129814,4382853157,true,1580647010,2343,4228,5,7,22,62,9,153
5223129906,4382915542,true,1580647005,4852,3678,4,7,22,62,6,156
5223129910,4382851461,true,1580647000,2389,3723,3,7,22,54,5,156
5223130107,4382834499,false,1580647012,1743,3077,1,7,22,47,2,154
5223130108,4382858633,true,1580647005,2722,3661,3,7,22,61,5,153
5223130203,4382843504,true,1580647021,2065,3577,4,7,22,56,5,153
5223130315,4382828255,true,1580647021,1515,3766,3,7,22,61,4,185
5223130410,4382834197,true,1580647028,1723,4028,6,7,22,63,7,134
5223130412,4382845280,true,1580647029,2140,3272,4,0,22,51,6,227
5223130416,4382847184,false,1580647023,2268,3230,4,7,22,46,6,236
