match_id,match_seq_num,radiant_win,start_time,duration,avg_mmr,num_mmr,lobby_type,game_mode,avg_rank_tier,num_rank_tier,cluster
5223417715,4383112374,true,1580656202,3573,2935,2,7,22,42,7,182
5223417802,4383097019,true,1580656206,2885,1951,1,7,22,35,3,151
5223417807,4383095645,false,1580656206,2785,638,1,7,22,12,3,135
5223417812,4383087035,true,1580656214,2389,1975,2,7,22,26,7,184
5223417814,4383078079,true,1580656217,2093,384,1,7,22,38,6,136
5223417816,4383091489,true,1580656215,2627,2434,1,7,22,37,5,153
5223417817,4383095809,true,1580656208,2818,1868,1,7,22,34,2,153
5223417908,4383082052,true,1580656215,2299,1661,1,7,22,27,3,131
5223417909,4383109658,false,1580656213,3433,507,2,7,22,13,4,227
5223417910,4383081042,false,1580656217,2203,2946,3,7,22,44,7,227
5223418002,4383080066,false,1580656221,2240,2730,3,7,22,37,6,187
5223418005,4383080236,false,1580656205,2195,792,1,7,22,22,4,135
5223418106,4383063277,false,1580656221,1437,1784,2,7,22,48,8,133
5223418110,4383084377,false,1580656197,2385,2815,1,7,22,46,4,191
5223418112,4383088097,false,1580656218,2461,2632,3,7,22,46,4,251
5223418113,4383112489,false,1580656222,3482,2982,2,7,22,46,3,155
5223418219,4383091620,false,1580656225,2724,1566,4,7,22,25,6,183
5223418303,4383100228,false,1580656230,3040,2509,5,0,22,41,6,232
5223418306,4383087837,true,1580656228,2190,1413,2,7,22,44,7,188
5223418308,4383063445,true,1580656230,1513,2097,2,7,22,33,8,236
5223418309,4383084506,false,1580656196,2370,2176,3,7,22,38,6,131
5223418311,4383100669,false,1580656230,2994,2907,3,7,22,42,5,251
5223418406,4383084829,false,1580656233,2373,2808,1,7,22,47,3,152
5223418407,4383098395,true,1580656228,2888,944,1,7,22,39,2,154
5223418410,4383069895,false,1580656235,1798,2710,1,7,22,34,6,185
5223418509,4383064680,false,1580656236,1531,2513,1,7,22,35,5,188
5223418514,4383071450,true,1580656236,1830,2602,1,7,22,33,2,186
5223418515,4383081636,false,1580656238,2212,743,1,7,22,33,5,181
5223418517,4383070022,false,1580656239,1719,2655,4,7,22,55,4,132
5223418615,4383092950,true,1580656240,2608,1471,1,7,22,24,7,184
5223418716,4383098584,false,1580656247,2831,2219,5,7,22,43,9,132
5223418817,4383089899,true,1580656239,2537,1740,4,0,22,33,5,236
5223418919,4383107683,false,1580656250,3192,2752,2,7,22,46,2,153
5223419002,4383089878,true,1580656258,2499,2812,5,7,22,57,7,135
5223419006,4383078421,false,1580656252,2084,2881,3,7,22,43,7,201
5223419007,4383079551,false,1580656257,2190,2145,3,0,22,39,3,227
5223419011,4383075522,true,1580656230,1946,2258,2,7,22,31,6,232
5223419019,4383103667,false,1580656258,3104,1703,1,7,22,20,5,192
5223419101,4383091519,true,1580656257,2476,2948,2,7,22,46,4,184
5223419102,4383102134,false,1580656259,2762,2639,1,7,22,28,5,191
5223419206,4383087683,false,1580656259,2479,2318,2,7,22,54,5,184
5223419210,4383070752,true,1580656251,1801,1761,2,7,22,35,6,131
5223419218,4383111377,false,1580656261,3446,1821,3,7,22,32,5,227
5223419404,4383094212,true,1580656265,2691,1686,1,7,22,44,6,182
5223419501,4383083006,false,1580656254,1935,1648,1,7,22,24,7,188
5223419504,4383084790,true,1580656260,2282,848,4,7,22,21,6,225
5223419509,4383081480,true,1580656269,2165,2576,2,7,22,67,2,241
5223419605,4383089433,false,1580656275,2484,2352,1,7,22,41,6,132
5223419703,4383089494,false,1580656279,2450,2898,2,7,22,44,7,183
5223419708,4383104631,false,1580656266,3097,2344,3,7,22,38,8,236
5223419804,4383105426,false,1580656282,3179,2680,2,7,22,35,6,133
5223419805,4383092593,false,1580656283,2669,1928,1,0,22,32,4,155
5223419807,4383072469,true,1580656276,1782,1956,1,7,22,28,2,251
5223419810,4383083784,true,1580656281,2260,2738,5,7,22,44,6,193
5223419900,4383080415,false,1580656261,2093,2508,5,7,22,40,10,223
5223419903,4383097137,true,1580656248,2701,2876,1,7,22,41,6,152
5223419905,4383103713,false,1580656277,2867,2053,2,7,22,42,3,156
5223419907,4383101403,false,1580656281,3018,718,1,7,22,21,2,151
5223420000,4383084632,true,1580656290,2361,1844,1,0,22,36,6,181
5223420008,4383096229,true,1580656291,2859,601,1,7,22,14,2,182
5223420011,4383080305,true,1580656287,2089,2762,5,7,22,37,5,227
5223420119,4383093284,false,1580656290,2626,2967,1,7,22,40,3,154
5223420206,4383088348,false,1580656298,2507,1962,2,7,22,44,4,156
5223420208,4383066457,true,1580656297,1559,1446,1,7,22,34,5,181
